year,source,target,flow_mw,flow_twh
2021,RO,BG,1934384.0,1.934384
2021,RU-KGD,LT,1899274.0,1.899274
2021,GR,IT-South,1854098.0,1.854098
2021,UA-IPS,BY,1765775.0,1.765775
2021,GR,MK,1688362.0,1.688362
2021,LT,PL,1682937.93,1.68293793
2021,HU,RO,1535508.72,1.53550872
2021,AL,XK*,1525922.38,1.52592238
2021,UA,RO,1405497.14,1.4054971399999998
2021,RO,RS,1366665.08,1.36666508
2021,HR,HU,1321545.28,1.32154528
2021,XK*,AL,1284074.42,1.2840744199999998
2021,RS,BA,1143293.24,1.14329324
2021,RS,HU,1097401.06,1.0974010600000002
2021,RS,MK,1063852.88,1.0638528799999998
2021,BA,RS,1044512.82,1.04451282
2021,GR,AL,1034710.0,1.03471
2021,BG,TR,1008185.0,1.008185
2021,ME,RS,982745.62,0.98274562
2021,UA,PL,829080.04,0.82908004
2021,UA-DobTPP,PL,829080.04,0.82908004
2021,UA-IPS,PL,829080.04,0.82908004
2021,XK*,ME,821209.4,0.8212094
2021,ME,AL,809628.0,0.809628
2021,XK*,MK,726155.4,0.7261554
2021,PL,LT,694071.92,0.6940719200000001
2021,AL,GR,684533.0,0.684533
2021,SI,AT,617174.57,0.61717457
2021,HU,AT,573004.21,0.57300421
2021,HU,RS,557925.9,0.5579259
2021,MK,RS,555397.8,0.5553978
2021,HR,BA,538796.0,0.538796
2021,RS,RO,524413.49,0.52441349
2021,IT-South,GR,515479.0,0.515479
2021,UA-IPS,MD,491068.0,0.491068
2021,ME,XK*,480913.6,0.4809136
2021,HR,RS,453780.0,0.45378
2021,RO,HU,430478.44,0.43047844
2021,RS,ME,394825.06,0.39482506
2021,RO,UA,386807.72,0.38680771999999997
2021,MK,XK*,350043.0,0.350043
2021,BY,UA-IPS,336158.0,0.336158
2021,XK*,RS,290459.74,0.29045973999999997
2021,MD,UA-IPS,272252.0,0.272252
2021,UA,SK,264041.43,0.26404142999999997
2021,UA,MD,245534.0,0.245534
2021,PL,SE4,208798.72,0.20879872
2021,TR,BG,200337.0,0.200337
2021,IT-Centre-South,ME,188854.0,0.188854
2021,SK,CZ,184841.33,0.18484133
2021,ME,BA,165702.83,0.16570283
2021,MD,UA,136126.0,0.136126
2021,PL,DE-LU,128594.69,0.12859469
2021,GR,BG,127204.0,0.127204
2021,UA-IPS,RU,95180.0,0.09518
2021,RU,GE,93958.08,0.09395808
2021,SK,PL,74496.5,0.0744965
2021,IT-North,SI,67572.89,0.06757289
2021,RS,BG,57370.38,0.05737038
2021,AT,CZ,47216.2,0.0472162
2021,CZ,PL,45019.07,0.04501907
2021,GE,TR,39416.28,0.03941628
2021,AZ,GE,37100.78,0.03710078
2021,HU,UA,33922.17,0.03392217
2021,HU,SK,30357.76,0.030357759999999998
2021,GR,TR,16914.0,0.016914
2021,LT,RU-KGD,2974.0,0.002974
2021,MK,BG,1403.0,0.001403
2021,TR,GE,1.2,1.2e-06
2021,RO,MD,0.0,0.0
2021,AM,GE,0.0,0.0
2021,MD,RO,0.0,0.0
2021,GE,RU,0.0,0.0
2021,GE,AM,0.0,0.0
2021,GE,AZ,0.0,0.0
2021,PL,UA,0.0,0.0
2021,PL,UA-DobTPP,0.0,0.0
2021,PL,UA-IPS,0.0,0.0
2022,SK,HU,13196436.87,13.19643687
2022,CZ,AT,12537737.6,12.5377376
2022,CZ,SK,10535027.3,10.535027300000001
2022,HU,HR,9486845.06,9.48684506
2022,PL,CZ,8735759.59,8.73575959
2022,DE-LU,PL,8231303.74,8.23130374
2022,BG,RO,6440900.84,6.44090084
2022,BG,RS,6375029.52,6.375029519999999
2022,SI,IT-North,6056625.09,6.05662509
2022,PL,SK,6008341.2,6.0083412
2022,HR,SI,6001202.0,6.001202
2022,AT,SI,4341422.47,4.3414224699999995
2022,GE,TR,4025287.57,4.02528757
2022,RO,MD,4019564.5,4.0195645
2022,BG,GR,3909082.0,3.909082
2022,SE4,PL,3899310.77,3.89931077
2022,DE-LU,CZ,3694616.38,3.69461638
2022,CZ,DE-LU,3622005.23,3.62200523
2022,AT,HU,3380697.84,3.38069784
2022,ME,IT-Centre-South,3247376.0,3.247376
2022,UA,HU,3044086.87,3.04408687
2022,RS,XK*,2994012.82,2.99401282
2022,TR,GR,2962593.0,2.962593
2022,MK,GR,2807090.0,2.80709
2022,ME,RS,2806690.92,2.80669092
2022,AZ,GE,2772614.82,2.77261482
2022,BA,HR,2675955.0,2.675955
2022,MD,UA-IPS,2551438.0,2.551438
2022,BG,MK,2435772.16,2.43577216
2022,RS,HR,2311946.0,2.311946
2022,AL,ME,2302669.56,2.30266956
2022,BG,TR,2272629.4,2.2726294
2022,RO,RS,1948250.87,1.94825087
2022,RS,BA,1858988.18,1.8589881799999999
2022,BA,ME,1842516.13,1.84251613
2022,GR,MK,1810480.0,1.81048
2022,SK,UA,1802051.75,1.80205175
2022,XK*,AL,1801691.94,1.80169194
2022,GR,IT-South,1737285.0,1.737285
2022,LT,PL,1729831.07,1.7298310700000001
2022,RU,GE,1680818.58,1.6808185800000002
2022,UA,RO,1538708.82,1.53870882
2022,RO,BG,1501533.04,1.50153304
2022,GR,AL,1486412.0,1.486412
2022,HU,RO,1281788.32,1.28178832
2022,MD,UA,1275719.0,1.275719
2022,XK*,ME,1152932.0,1.152932
2022,SI,HR,1149992.0,1.149992
2022,UA-DobTPP,PL,1129802.5,1.1298025
2022,UA-IPS,PL,1129802.5,1.1298025
2022,UA,PL,1129802.5,1.1298025
2022,HU,SI,1127926.23,1.12792623
2022,IT-South,GR,1050032.0,1.050032
2022,PL,LT,940959.62,0.94095962
2022,AL,XK*,853966.24,0.85396624
2022,ME,AL,833459.7,0.8334596999999999
2022,RU-KGD,LT,808942.0,0.808942
2022,MK,XK*,764253.6,0.7642536
2022,HU,RS,737684.61,0.73768461
2022,UA-IPS,HU,732889.27,0.73288927
2022,RS,MK,721900.58,0.7219005799999999
2022,BA,RS,657207.68,0.6572076800000001
2022,RS,HU,611129.48,0.61112948
2022,RU,UA-IPS,590227.0,0.590227
2022,HU,AT,560590.93,0.56059093
2022,MK,RS,560279.64,0.56027964
2022,SK,UA-IPS,532053.27,0.53205327
2022,UA-IPS,RO,528087.64,0.52808764
2022,UA-IPS,MD,483330.0,0.48333
2022,HR,RS,465634.0,0.465634
2022,XK*,RS,459849.6,0.45984959999999997
2022,ME,BA,456749.93,0.45674992999999997
2022,HR,BA,449673.0,0.449673
2022,XK*,MK,446121.6,0.44612159999999995
2022,SI,AT,439123.26,0.43912326
2022,IT-Centre-South,ME,421132.0,0.421132
2022,RS,ME,412985.48,0.41298547999999996
2022,HR,HU,362933.7,0.3629337
2022,AM,GE,358935.62,0.35893562
2022,RO,HU,329204.08,0.32920408
2022,AL,GR,291039.0,0.291039
2022,ME,XK*,275691.4,0.27569140000000003
2022,UA,MD,241665.0,0.241665
2022,RS,RO,226493.02,0.22649302
2022,GR,BG,188372.0,0.188372
2022,BY,UA-IPS,188275.0,0.188275
2022,PL,DE-LU,145000.73,0.14500073000000002
2022,RO,UA,124275.75,0.12427575
2022,MD,RO,123331.0,0.123331
2022,PL,SE4,110117.29,0.11011728999999999
2022,TR,BG,100204.4,0.1002044
2022,UA,SK,77013.53,0.07701353
2022,GE,AM,72924.92,0.07292492
2022,HU,UA,68333.9,0.06833389999999999
2022,UA-IPS,SK,57845.14,0.057845139999999996
2022,RO,UA-IPS,50650.75,0.05065075
2022,RS,BG,44880.16,0.04488016
2022,SK,CZ,32928.659999999996,0.03292866
2022,HU,UA-IPS,24474.079999999998,0.02447408
2022,UA-IPS,BY,23764.0,0.023764
2022,LT,RU-KGD,23383.0,0.023383
2022,IT-North,SI,19466.12,0.01946612
2022,MK,BG,18477.97,0.01847797
2022,GR,TR,18359.0,0.018359
2022,SI,HU,17921.78,0.01792178
2022,CZ,PL,14782.19,0.01478219
2022,SK,PL,14519.4,0.0145194
2022,HU,SK,12501.57,0.01250157
2022,GE,AZ,9312.66,0.00931266
2022,UA-IPS,RU,2203.0,0.002203
2022,AT,CZ,484.2,0.0004842
2022,TR,GE,5.75,5.75e-06
2022,PL,UA,0.0,0.0
2022,GE,RU,0.0,0.0
2022,PL,UA-IPS,0.0,0.0
2022,PL,UA-DobTPP,0.0,0.0
2023,SK,HU,21357078.46,21.35707846
2023,CZ,SK,11211504.14,11.21150414
2023,CZ,AT,8034091.4,8.034091400000001
2023,DE-LU,PL,7926626.08,7.92662608
2023,PL,SK,7243287.08,7.24328708
2023,SI,IT-North,6504136.81,6.504136809999999
2023,HR,SI,6267728.5,6.2677285
2023,MK,GR,5998348.0,5.998348
2023,HU,HR,5194485.04,5.19448504
2023,PL,CZ,4966334.33,4.9663343300000005
2023,CZ,DE-LU,4666947.52,4.66694752
2023,GE,TR,4643747.44,4.64374744
2023,BG,GR,4465718.8,4.465718799999999
2023,UA-IPS,HU,4200742.3,4.2007423
2023,ME,IT-Centre-South,4196184.2,4.1961842
2023,SE4,PL,4041620.29,4.04162029
2023,DE-LU,CZ,3588991.98,3.58899198
2023,AT,HU,3258443.46,3.25844346
2023,RO,BG,3209064.16,3.20906416
2023,BA,ME,3133204.19,3.13320419
2023,HU,RO,3044242.14,3.04424214
2023,AZ,GE,3039497.03,3.0394970299999997
2023,RS,XK*,2972046.14,2.9720461400000002
2023,AT,SI,2799815.97,2.79981597
2023,BG,RS,2535828.0,2.535828
2023,RS,HR,2501476.0,2.501476
2023,RO,RS,2355207.66,2.35520766
2023,RO,MD,2310635.5,2.3106355
2023,SI,HR,2260327.0,2.260327
2023,BA,HR,2231710.0,2.23171
2023,MD,UA,2231684.0,2.231684
2023,MD,UA-IPS,2231684.0,2.231684
2023,UA,HU,2100371.15,2.10037115
2023,GR,IT-South,1985292.0,1.985292
2023,SK,CZ,1779121.38,1.7791213799999999
2023,AL,ME,1612095.14,1.6120951399999999
2023,SK,UA,1596244.75,1.59624475
2023,SK,UA-IPS,1596244.75,1.59624475
2023,BG,MK,1594583.2,1.5945832
2023,RS,RO,1564581.9,1.5645818999999999
2023,RS,ME,1534930.7,1.5349306999999999
2023,LT,PL,1529336.75,1.52933675
2023,HU,SI,1472950.4,1.4729504
2023,AL,XK*,1465474.28,1.46547428
2023,ME,AL,1268198.42,1.2681984199999998
2023,RS,BA,1241567.7,1.2415677
2023,HR,HU,1238152.9,1.2381529
2023,BG,TR,1232933.6,1.2329336000000002
2023,UA-IPS,RO,1155547.58,1.1555475800000001
2023,UA,RO,1155547.58,1.1555475800000001
2023,RO,HU,1146107.98,1.14610798
2023,RU,GE,1126781.68,1.12678168
2023,TR,GR,1118477.0,1.118477
2023,SI,AT,1087854.06,1.08785406
2023,BA,RS,1073441.02,1.07344102
2023,XK*,MK,1040812.2,1.0408122
2023,AL,GR,1023654.0,1.023654
2023,ME,RS,1021672.22,1.02167222
2023,RS,HU,1021620.1,1.0216201
2023,PL,LT,996397.32,0.9963973199999999
2023,HR,BA,959494.0,0.959494
2023,BG,RO,959423.76,0.95942376
2023,XK*,AL,838515.36,0.8385153599999999
2023,MK,RS,741127.82,0.74112782
2023,HU,AT,740553.57,0.74055357
2023,GR,MK,652447.88,0.65244788
2023,UA-IPS,PL,642855.42,0.6428554200000001
2023,IT-South,GR,640216.0,0.640216
2023,UA-IPS,SK,636059.83,0.63605983
2023,UA,SK,636059.83,0.63605983
2023,RS,MK,626539.84,0.62653984
2023,HU,RS,599557.69,0.5995576899999999
2023,GR,AL,595269.0,0.595269
2023,PL,UA-IPS,593189.34,0.59318934
2023,HU,UA-IPS,560029.64,0.56002964
2023,SK,PL,528231.6,0.5282316
2023,ME,XK*,526831.2,0.5268311999999999
2023,HR,RS,523900.0,0.5239
2023,RO,UA-IPS,511750.29,0.5117502899999999
2023,RO,UA,511750.29,0.5117502899999999
2023,RS,BG,496614.26,0.49661426000000003
2023,PL,DE-LU,452118.0,0.452118
2023,XK*,ME,450892.2,0.4508922
2023,XK*,RS,410643.68,0.41064368
2023,CZ,PL,368149.7,0.3681497
2023,MK,XK*,360045.8,0.36004579999999997
2023,TR,BG,344217.6,0.34421759999999996
2023,GR,BG,337265.92,0.33726592
2023,HU,UA,280014.82,0.28001482
2023,PL,SE4,252940.75,0.25294075
2023,SI,HU,231003.87,0.23100387
2023,HU,SK,176598.28,0.17659828
2023,ME,BA,169688.06,0.16968806
2023,UA,MD,153832.0,0.153832
2023,UA-IPS,MD,153832.0,0.153832
2023,AM,GE,142900.33,0.14290033
2023,MD,RO,139899.5,0.1398995
2023,AT,CZ,95769.2,0.0957692
2023,GE,AZ,87016.94,0.08701694
2023,GR,TR,85983.0,0.085983
2023,GE,AM,78446.3,0.0784463
2023,LT,RU-KGD,64973.0,0.064973
2023,RU-KGD,LT,61797.0,0.061797
2023,IT-Centre-South,ME,51245.0,0.051245
2023,UA,PL,37725.91,0.03772591
2023,UA-DobTPP,PL,37725.91,0.03772591
2023,MK,BG,36295.32,0.03629532
2023,IT-North,SI,24333.37,0.02433337
2023,TR,GE,25.08,2.5079999999999997e-05
2023,GE,RU,17.95,1.795e-05
2023,PL,UA-DobTPP,0.0,0.0
2023,PL,UA,0.0,0.0
2023,UA-IPS,BY,0.0,0.0
2023,UA-IPS,RU,0.0,0.0
2023,BY,UA-IPS,0.0,0.0
2023,RU,UA-IPS,0.0,0.0
2024,SK,HU,25790986.2,25.7909862
2024,CZ,SK,19516278.56,19.51627856
2024,SI,HR,9428256.0,9.428256
2024,DE-LU,PL,9347334.87,9.34733487
2024,HU,HR,7778650.5,7.7786505
2024,PL,SK,7196353.96,7.19635396
2024,HU,RO,6312874.9,6.312874900000001
2024,DE-LU,CZ,6240036.79,6.24003679
2024,CZ,AT,5986184.0,5.986184
2024,AT,SI,5848299.7,5.8482997
2024,AT,HU,5804993.68,5.80499368
2024,PL,CZ,5310319.13,5.31031913
2024,SI,IT-North,4885551.31,4.885551309999999
2024,BG,GR,3707680.0,3.70768
2024,MK,GR,3618026.0,3.618026
2024,BA,ME,3563148.09,3.56314809
2024,RS,RO,3347605.96,3.34760596
2024,ME,IT-Centre-South,3236953.0,3.236953
2024,SK,UA-IPS,3190231.95,3.1902319500000003
2024,SK,UA,3189774.85,3.18977485
2024,SE4,PL,3012864.24,3.0128642400000003
2024,HU,UA-IPS,2921045.4,2.9210454
2024,RO,BG,2671413.44,2.67141344
2024,HR,RS,2647158.0,2.647158
2024,HR,BA,2566230.0,2.56623
2024,GR,IT-South,2526289.0,2.526289
2024,RO,MD,2442737.25,2.44273725
2024,CZ,DE-LU,2366049.44,2.36604944
2024,PL,UA-IPS,2253066.88,2.25306688
2024,BG,RS,2252956.3,2.2529562999999997
2024,MD,UA,2187519.0,2.187519
2024,MD,UA-IPS,2187519.0,2.187519
2024,GR,MK,2172868.0,2.172868
2024,UA-IPS,RO,2094646.27,2.09464627
2024,UA,RO,2094393.27,2.09439327
2024,BA,RS,2079504.84,2.0795048400000002
2024,HR,SI,1966575.5,1.9665755
2024,RS,XK*,1852544.14,1.85254414
2024,ME,AL,1850148.2,1.8501482
2024,BG,RO,1837416.24,1.83741624
2024,GR,BG,1788108.0,1.788108
2024,GE,TR,1741667.89,1.74166789
2024,PL,LT,1644230.47,1.6442304699999999
2024,UA-IPS,HU,1524550.48,1.52455048
2024,AL,XK*,1502999.88,1.50299988
2024,ME,RS,1500408.8,1.5004088
2024,AL,ME,1493672.7,1.4936726999999999
2024,HU,UA,1460522.7,1.4605227
2024,MK,RS,1287023.02,1.2870230200000001
2024,RS,ME,1257011.94,1.25701194
2024,RO,RS,1189468.06,1.18946806
2024,RS,HR,1189368.0,1.189368
2024,RU,GE,1157158.52,1.15715852
2024,XK*,RS,1060265.34,1.0602653400000002
2024,RS,BG,1053043.06,1.05304306
2024,XK*,MK,1050700.76,1.05070076
2024,GR,AL,1042831.19,1.04283119
2024,AZ,GE,1031509.86,1.03150986
2024,SK,CZ,1016128.76,1.01612876
2024,BA,HR,996502.0,0.996502
2024,BG,MK,995993.11,0.99599311
2024,TR,BG,988464.8,0.9884648
2024,UA-IPS,PL,954993.42,0.9549934200000001
2024,HU,SI,922028.08,0.9220280799999999
2024,SI,HU,848475.2,0.8484752
2024,RS,BA,845786.58,0.84578658
2024,HU,RS,815428.41,0.81542841
2024,RS,HU,772692.03,0.77269203
2024,UA,HU,761877.61,0.76187761
2024,ME,XK*,729441.0,0.729441
2024,TR,GR,686894.0,0.686894
2024,LT,PL,679158.57,0.6791585699999999
2024,PL,UA,669711.7,0.6697116999999999
2024,AL,GR,655991.44,0.65599144
2024,XK*,ME,591272.3,0.5912723000000001
2024,IT-North,SI,581538.56,0.58153856
2024,IT-South,GR,577795.0,0.577795
2024,RS,MK,572969.84,0.57296984
2024,CZ,PL,562865.75,0.56286575
2024,PL,DE-LU,539566.2,0.5395662
2024,HR,HU,526988.5,0.5269885
2024,MK,XK*,511042.4,0.5110424
2024,BG,TR,491176.0,0.491176
2024,IT-Centre-South,ME,423412.0,0.423412
2024,PL,SE4,388369.27,0.38836927000000004
2024,XK*,AL,385512.7,0.3855127
2024,SK,PL,360211.22,0.36021122
2024,SI,AT,297191.7,0.2971917
2024,UA,SK,295842.27999999997,0.29584227999999996
2024,UA-IPS,SK,295842.27999999997,0.29584227999999996
2024,RO,UA,292473.47,0.29247346999999996
2024,RO,UA-IPS,292473.47,0.29247346999999996
2024,UA,PL,270186.08,0.27018608
2024,HU,AT,243294.04,0.24329404000000002
2024,MK,BG,236400.01,0.23640001000000002
2024,UA-IPS,MD,228703.0,0.228703
2024,UA,MD,228703.0,0.228703
2024,AT,CZ,222721.3,0.22272129999999998
2024,HU,SK,213701.56,0.21370155999999998
2024,RO,HU,210968.92,0.21096892
2024,ME,BA,198167.48,0.19816748
2024,GR,TR,185463.0,0.185463
2024,MD,RO,171862.75,0.17186275
2024,GE,AM,132966.3,0.13296629999999998
2024,AM,GE,71117.08,0.07111708
2024,RU-KGD,LT,67791.5,0.0677915
2024,LT,RU-KGD,57430.75,0.05743075
2024,UA-DobTPP,PL,54212.18,0.05421218
2024,GE,AZ,41271.35,0.04127135
2024,TR,GE,2252.88,0.00225288
2024,GE,RU,764.87,0.00076487
2024,BY,UA-IPS,0.0,0.0
2024,UA-IPS,BY,0.0,0.0
2024,RU,UA-IPS,0.0,0.0
2024,UA-IPS,RU,0.0,0.0
2024,PL,UA-DobTPP,0.0,0.0
